FixtureId,InningId,InningNumber,OverNumber,BattingPlayerId,NonStrikeBattingPlayerId,BallNumber,BowlerPlayerId,ShotAngle,ShotMagnitude,RunsScored,IsWicket,IsWide,IsNoBall,IsByes,IsLegByes,LengthTypeId,LineTypeId,BattingFeetId,BattingShotTypeId,BowlingDetailId,BowlingFromId,BowlingTypeId,BowlingHandId,BattingHandId,DecisionOfficialId,IsFreeHit,IsPowerPlay,IsBattingPowerPlay,IsFloodLit,IsReferred,OutcomeId,ReferralOutcomeId,TeamRuns,RunsByes,RunsConceded,RunsWide,RunsLegByes,FieldingPosition,TotalRuns
9606,10547,2,3,1028,1731,1,978,69,141,0,0,0,0,0,1,4,0,0,9,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,0,0,2,13,70
9606,10547,2,3,1028,1731,2,978,205,50,0,0,0,0,0,0,5,0,0,12,0,1,1,1,1,243,0,1,0,0,0,0,0,0,0,0,0,0,26,70
9606,10547,2,3,1028,1731,3,978,246,148,2,0,0,0,0,0,5,0,0,2,0,1,1,1,1,243,0,1,0,0,0,0,0,2,0,2,0,0,19,70
9606,10547,2,3,1028,1731,4,978,348,93,1,0,0,0,0,0,6,0,0,13,0,1,1,1,1,243,0,1,0,0,0,0,0,1,0,1,0,0,23,70
9606,10547,2,3,1731,1028,5,978,206,189,4,0,0,0,0,0,4,0,0,2,0,1,1,1,1,243,0,1,0,0,0,0,0,4,0,4,0,0,7,70
9606,10547,2,3,1731,1028,6,978,279,194,4,0,0,0,0,0,4,0,0,2,0,1,1,1,1,243,0,1,0,0,0,0,0,4,0,4,0,0,20,70
9606,10547,2,4,1028,1731,1,1146,180,91,0,0,0,0,0,0,5,0,0,2,0,2,3,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,24,70
9606,10547,2,4,1028,1731,2,1146,156,164,4,0,0,0,0,0,5,0,0,4,0,2,3,1,1,475,0,1,0,0,0,0,0,4,0,4,0,0,5,70
9606,10547,2,4,1028,1731,3,1146,231,40,0,0,0,0,0,0,5,0,0,10,0,2,3,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,31,70
9606,10547,2,4,1028,1731,4,1146,10,125,1,0,0,0,0,0,5,0,0,13,0,2,3,1,1,475,0,1,0,0,0,0,0,1,0,1,0,0,2,70
9606,10547,2,4,1731,1028,5,1146,228,60,0,0,0,0,0,0,5,0,0,10,0,2,3,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,26,70
9606,10547,2,4,1731,1028,6,1146,270,40,0,0,0,0,0,0,5,0,0,10,0,2,3,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,3,70
9606,10547,2,5,1028,1731,1,1029,149,71,1,0,0,0,0,0,5,0,0,17,0,2,2,2,1,243,0,1,0,0,0,0,0,1,0,1,0,0,1,70
9606,10547,2,5,1731,1028,2,1029,359,185,4,0,0,0,0,0,6,0,0,8,0,2,2,2,1,243,0,1,0,0,0,0,0,4,0,4,0,0,11,70
9606,10547,2,5,1731,1028,3,1029,245,87,0,0,0,0,0,0,4,0,0,2,0,2,2,2,1,243,0,1,0,0,0,0,0,0,0,0,0,0,21,70
9606,10547,2,5,1731,1028,4,1029,196,149,1,0,0,0,0,0,5,0,0,4,0,2,2,2,1,243,0,1,0,0,0,0,0,1,0,1,0,0,7,70
9606,10547,2,5,1028,1731,5,1029,181,77,0,0,0,0,0,0,5,0,0,4,0,2,2,2,1,243,0,1,0,0,0,0,0,0,0,0,0,0,24,70
9606,10547,2,5,1028,1731,6,1029,270,40,0,0,0,0,0,0,5,0,0,10,0,2,2,2,1,243,0,1,0,0,0,0,0,0,0,0,0,0,3,70
9606,10547,2,6,1731,1028,1,1146,263,87,0,0,0,0,0,0,3,0,0,2,0,2,3,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,21,70
9606,10547,2,6,1731,1028,2,1146,305,158,1,0,0,0,0,0,5,0,0,2,0,2,3,1,1,475,0,1,0,0,0,0,0,1,0,1,0,0,20,70
9606,10547,2,6,1028,1731,3,1146,344,81,1,0,0,0,0,0,5,0,0,13,0,2,3,1,1,475,0,1,0,0,0,0,0,1,0,1,0,0,23,70
9606,10547,2,6,1731,1028,4,1146,355,102,0,0,0,0,0,0,5,0,0,8,0,2,3,1,1,475,0,1,0,0,0,0,0,0,0,0,0,0,34,70
9606,10547,2,6,1731,1028,5,1146,309,101,1,0,0,0,0,0,3,0,0,2,0,2,3,1,1,475,0,1,0,0,0,0,0,1,0,1,0,0,22,70
9606,10547,2,7,1028,1731,1,1029,329,60,0,0,0,0,0,0,5,0,0,14,0,2,2,2,1,243,0,0,0,0,0,0,0,0,0,0,0,0,29,70
9606,10547,2,7,1028,1731,2,1029,302,54,0,0,0,0,0,0,5,0,0,13,0,2,2,2,1,243,0,0,0,0,0,0,0,0,0,0,0,0,32,70
9606,10547,2,7,1028,1731,3,1029,289,152,1,0,0,0,0,0,4,0,0,13,0,2,2,2,1,243,0,0,0,0,0,0,0,1,0,1,0,0,20,70
9606,10547,2,7,1731,1028,4,1029,36,85,0,0,0,0,0,0,5,0,0,13,0,2,2,2,1,243,0,0,0,0,0,0,0,0,0,0,0,0,27,70
9606,10547,2,7,1731,1028,5,1029,284,163,1,0,0,0,0,0,3,0,0,2,0,2,2,2,1,243,0,0,0,0,0,0,0,1,0,1,0,0,20,70
9606,10547,2,7,1028,1731,6,1029,157,69,0,0,0,0,0,0,5,0,0,17,0,2,2,2,1,243,0,0,0,0,0,0,0,0,0,0,0,0,1,70
